headline,url
,/world/2024/jan/07/israel-says-gaza-fighting-could-last-a-year-amplifying-fears-of-regional-war
USBlinken returns to Middle East and warns of risk war could spread,/world/2024/jan/07/blinken-middle-east-efforts-stop-spread-war-israel-gaza-lebanon
Israel-Gaza warHow far could war in the Middle East spread?,/world/2024/jan/07/israel-gaza-lebanon-iran-how-far-could-war-in-the-middle-east-spread
ICJUK accused of hypocrisy in not backing claim of genocide in Gaza,/law/2024/jan/07/uk-accused-of-hypocrisy-in-not-backing-claim-of-genocide-in-gaza-before-icj
,/business/2024/jan/07/boeing-max-737-9-wondow-blowout-investigation
,/film/live/2024/jan/07/golden-globes-2024-what-to-know-winners-losers-follow-live
Golden Globes 2024 winnersThe full list,/film/2024/jan/07/golden-globes-2024-the-full-list-of-winners
"Red carpet fashionHelen Mirren, Gillian Anderson and more",/film/gallery/2024/jan/08/helen-mirren-gillian-anderson-and-more-2024-golden-globes-red-carpet-in-pictures
,/us-news/2024/jan/07/its-a-live-audition-trump-surrogates-swarm-iowa-before-caucuses
,/us-news/2024/jan/07/lauren-boebert-punch-ex-husband-colorado-restaurant-claims
,/us-news/2024/jan/07/us-defence-secretary-says-he-takes-full-responsibility-for-secret-hospitalisation
,/us-news/2024/jan/07/donald-trump-illinois-loyalty-oath-overthrow-government
,/world/2024/jan/07/mouse-secretly-filmed-tidying-mans-shed-every-night
,/us-news/2024/jan/07/north-east-winter-storm-snow-freezing-rain
,/world/2024/jan/07/michel-sparks-race-to-stop-orban-becoming-european-council-president
